St;Max;St;Anz1
1480;1480;1480;48
1481;7504;1481;35
1482;2224;1482;48
1483;9232;1483;141
1484;1672;1484;48
1485;4456;1485;48
1486;14308;1486;97
1487;15064;1487;97
1488;1488;1488;22
1489;4468;1489;48
1490;8080;1490;92
1491;8080;1491;92
1492;1492;1492;22
1493;4480;1493;22
1494;4264;1494;48
1495;10096;1495;48
1496;1496;1496;48
1497;5056;1497;48
1498;2248;1498;48
1499;11392;1499;48
1500;2536;1500;48
1501;4504;1501;48
1502;21688;1502;141
1503;22840;1503;141
1504;9232;1504;110
1505;8584;1505;40
1506;2260;1506;22
1507;6784;1507;22
1508;9232;1508;66
1509;9232;1509;66
1510;9232;1510;66
1511;39364;1511;92
1512;9232;1512;110
1513;14560;1513;66
1514;9232;1514;110
1515;65608;1515;141
1516;2752;1516;61
1517;4552;1517;61
1518;5128;1518;61
1519;25972;1519;154
1520;9232;1520;110
1521;9232;1521;110
1522;2896;1522;35
1523;6856;1523;35
1524;9232;1524;110
1525;9232;1525;110
1526;9232;1526;154
1527;10312;1527;154
1528;4372;1528;48
1529;5812;1529;61
1530;4372;1530;48
1531;8728;1531;61
1532;13120;1532;48
1533;13120;1533;48
1534;39364;1534;61
1535;118096;1535;61
1536;1536;1536;17
1537;9232;1537;154
1538;2308;1538;35
1539;6928;1539;35
1540;1540;1540;35
1541;4624;1541;35
1542;3472;1542;35
1543;10420;1543;110
1544;9232;1544;123
1545;7828;1545;61
1546;9232;1546;123
1547;6964;1547;35
1548;9232;1548;123
1549;9232;1549;123
1550;9232;1550;154
1551;15712;1551;154
1552;9232;1552;123
1553;9232;1553;123
1554;3940;1554;35
1555;7000;1555;35
1556;9232;1556;123
1557;9232;1557;123
1558;3508;1558;61
1559;10528;1559;61
1560;9232;1560;123
1561;5272;1561;61
1562;9232;1562;123
1563;26728;1563;154
1564;9232;1564;123
1565;9232;1565;123
1566;9232;1566;123
1567;23812;1567;61
1568;1568;1568;30
1569;4708;1569;35
1570;9232;1570;123
1571;9232;1571;123
1572;2248;1572;61
1573;4720;1573;61
1574;3544;1574;61
1575;11968;1575;61
1576;1576;1576;30
1577;45520;1577;92
1578;2368;1578;30
1579;9232;1579;123
1580;9232;1580;79
1581;9232;1581;79
1582;9232;1582;79
1583;250504;1583;167
1584;1584;1584;30
1585;9232;1585;79
1586;9232;1586;79
1587;9232;1587;79
1588;1588;1588;30
1589;4768;1589;30
1590;39364;1590;105
1591;39364;1591;105
1592;9232;1592;123
1593;9232;1593;123
1594;9232;1594;123
1595;8080;1595;74
1596;9232;1596;123
1597;9232;1597;123
1598;12148;1598;74
1599;36448;1599;74
1600;1600;1600;30
1601;4804;1601;61
1602;4372;1602;61
1603;7216;1603;61
1604;1604;1604;22
1605;4816;1605;22
1606;3616;1606;22
1607;10852;1607;167
1608;1608;1608;22
1609;8152;1609;74
1610;2416;1610;22
1611;7252;1611;22
1612;1816;1612;22
1613;4840;1613;22
1614;39364;1614;74
1615;39364;1615;74
1616;1616;1616;30
1617;4852;1617;48
1618;9232;1618;48
1619;9232;1619;48
1620;1620;1620;30
1621;4864;1621;30
1622;9232;1622;136
1623;10960;1623;136
1624;1624;1624;43
1625;9232;1625;136
1626;2440;1626;43
1627;13912;1627;74
1628;2752;1628;43
1629;4888;1629;43
1630;9232;1630;136
1631;24784;1631;136
1632;1632;1632;30
1633;9232;1633;136
1634;2452;1634;43
1635;7360;1635;43
1636;1636;1636;43
1637;4912;1637;43
1638;3688;1638;43
1639;95956;1639;105
1640;1640;1640;30
1641;12472;1641;74
1642;2464;1642;30
1643;7396;1643;74
1644;9232;1644;136
1645;9232;1645;136
1646;9232;1646;136
1647;18772;1647;136
1648;9232;1648;92
1649;4948;1649;30
1650;9232;1650;136
1651;9232;1651;136
1652;9232;1652;92
1653;9232;1653;92
1654;4192;1654;43
1655;11176;1655;43
1656;9232;1656;92
1657;9448;1657;74
1658;9232;1658;92
1659;8404;1659;43
1660;9232;1660;136
1661;9232;1661;136
1662;18952;1662;136
1663;95956;1663;74
1664;1664;1664;17
1665;250504;1665;180
1666;2500;1666;30
1667;7504;1667;30
1668;9232;1668;136
1669;9232;1669;136
1670;9232;1670;136
1671;11284;1671;43
1672;1672;1672;43
1673;14308;1673;92
1674;2512;1674;43
1675;9232;1675;136
1676;1888;1676;43
1677;5032;1677;43
1678;8080;1678;87
1679;17008;1679;87
1680;1680;1680;43
1681;5044;1681;43
1682;4264;1682;43
1683;7576;1683;43
1684;1684;1684;43
1685;5056;1685;43
1686;3796;1686;43
1687;11392;1687;43
1688;1688;1688;43
1689;5704;1689;35
1690;2536;1690;43
1691;21688;1691;136
1692;3220;1692;35
1693;5080;1693;35
1694;8584;1694;35
1695;48904;1695;180
1696;1696;1696;17
1697;5092;1697;35
1698;9232;1698;61
1699;9232;1699;61
1700;9232;1700;61
1701;9232;1701;61
1702;9232;1702;61
1703;14560;1703;61
1704;1704;1704;17
1705;65608;1705;136
1706;2560;1706;17
1707;9232;1707;149
1708;2752;1708;56
1709;5128;1709;56
1710;5776;1710;56
1711;17332;1711;149
1712;9232;1712;105
1713;5140;1713;30
1714;2896;1714;30
1715;7720;1715;30
1716;9232;1716;105
1717;9232;1717;105
1718;9232;1718;149
1719;11608;1719;149
1720;9232;1720;105
1721;5812;1721;56
1722;9232;1722;105
1723;8728;1723;56
1724;4372;1724;43
1725;5176;1725;43
1726;13120;1726;43
1727;39364;1727;56
1728;9232;1728;118
1729;9232;1729;105
1730;9232;1730;149
1731;9232;1731;149
1732;1732;1732;30
1733;5200;1733;30
1734;3904;1734;30
1735;11716;1735;105
1736;1736;1736;30
1737;9232;1737;105
1738;2608;1738;30
1739;7828;1739;56
1740;1960;1740;30
1741;5224;1741;30
1742;190996;1742;180
1743;190996;1743;180
1744;9232;1744;118
1745;9232;1745;149
1746;9232;1746;149
1747;9232;1747;149
1748;9232;1748;118
1749;9232;1749;118
1750;3940;1750;30
1751;11824;1751;30
1752;1752;1752;56
1753;5920;1753;56
1754;2632;1754;56
1755;13336;1755;43
1756;2968;1756;56
1757;5272;1757;56
1758;10024;1758;149
1759;26728;1759;149
1760;9232;1760;118
1761;15064;1761;105
1762;9232;1762;118
1763;9232;1763;118
1764;1764;1764;30
1765;5296;1765;30
1766;3976;1766;30
1767;22660;1767;149
1768;9232;1768;118
1769;13444;1769;56
1770;9232;1770;118
1771;10096;1771;56
1772;2248;1772;56
1773;5320;1773;56
1774;5992;1774;56
1775;45520;1775;87
1776;9232;1776;74
1777;9232;1777;118
1778;21688;1778;149
1779;21688;1779;149
1780;9232;1780;74
1781;9232;1781;74
1782;8584;1782;48
1783;12040;1783;48
1784;9232;1784;74
1785;6784;1785;30
1786;9232;1786;74
1787;15280;1787;48
1788;39364;1788;100
1789;39364;1789;100
1790;39364;1790;100
1791;103336;1791;100
1792;1792;1792;25
1793;9232;1793;118
1794;2752;1794;69
1795;8080;1795;69
1796;9232;1796;118
1797;9232;1797;118
1798;9232;1798;118
1799;12148;1799;69
1800;4372;1800;56
1801;17332;1801;162
1802;4372;1802;56
1803;8116;1803;43
1804;4372;1804;56
1805;5416;1805;56
1806;9232;1806;118
1807;18304;1807;118
1808;1808;1808;17
1809;5428;1809;56
1810;5812;1810;69
1811;8152;1811;69
1812;1812;1812;17
1813;5440;1813;17
1814;13120;1814;56
1815;13120;1815;56
1816;1816;1816;17
1817;39364;1817;69
1818;2728;1818;17
1819;1276936;1819;162
1820;3076;1820;43
1821;5464;1821;43
1822;9232;1822;43
1823;27700;1823;162
1824;1824;1824;38
1825;5476;1825;43
1826;9232;1826;131
1827;9232;1827;131
1828;9232;1828;131
1829;9232;1829;131
1830;9232;1830;131
1831;13912;1831;69
1832;1832;1832;38
1833;20896;1833;43
1834;2752;1834;38
1835;9232;1835;131
1836;9232;1836;131
1837;9232;1837;131
1838;9232;1838;131
1839;18628;1839;162
1840;1840;1840;38
1841;9232;1841;131
1842;9232;1842;131
1843;9232;1843;131
1844;1844;1844;38
1845;5536;1845;38
1846;10528;1846;69
1847;12472;1847;69
1848;9232;1848;131
1849;6244;1849;69
1850;9232;1850;131
1851;9376;1851;131
1852;9232;1852;131
1853;9232;1853;131
1854;15856;1854;118
1855;42280;1855;118
1856;1856;1856;25
1857;5572;1857;38
1858;9232;1858;131
1859;9232;1859;131
1860;1860;1860;38
1861;5584;1861;38
1862;4192;1862;38
1863;15928;1863;69
1864;9232;1864;87
1865;9448;1865;69
1866;9232;1866;87
1867;8404;1867;38
1868;9232;1868;87
1869;9232;1869;87
1870;9232;1870;131
1871;18952;1871;131
1872;1872;1872;25
1873;9232;1873;87
1874;250504;1874;175
1875;250504;1875;175
1876;1876;1876;25
1877;5632;1877;25
1878;9232;1878;87
1879;12688;1879;87
1880;9232;1880;131
1881;6352;1881;38
1882;9232;1882;131
1883;14308;1883;87
1884;9232;1884;131
1885;9232;1885;131
1886;9556;1886;38
1887;28672;1887;38
1888;1888;1888;38
1889;8080;1889;82
1890;2836;1890;38
1891;8512;1891;38
1892;1892;1892;38
1893;5680;1893;38
1894;4264;1894;38
1895;138400;1895;175
1896;1896;1896;38
1897;14416;1897;69
1898;2848;1898;38
1899;8548;1899;69
1900;3616;1900;30
1901;5704;1901;30
1902;6424;1902;30
1903;21688;1903;131
1904;1904;1904;38
1905;5716;1905;38
1906;3220;1906;30
1907;8584;1907;30
1908;1908;1908;38
1909;5728;1909;38
1910;4840;1910;30
1911;12904;1911;30
1912;9232;1912;56
1913;39364;1913;82
1914;9232;1914;56
1915;1276936;1915;175
1916;9232;1916;56
1917;9232;1917;56
1918;41524;1918;131
1919;65608;1919;131
1920;1920;1920;25
1921;9232;1921;144
1922;2884;1922;51
1923;8656;1923;51
1924;2752;1924;51
1925;5776;1925;51
1926;4336;1926;51
1927;13012;1927;51
1928;1928;1928;25
1929;10996;1929;56
1930;2896;1930;25
1931;9232;1931;144
1932;2176;1932;25
1933;5800;1933;25
1934;9232;1934;144
1935;19600;1935;144
1936;9232;1936;100
1937;5812;1937;51
1938;4912;1938;51
1939;8728;1939;51
1940;9232;1940;100
1941;9232;1941;100
1942;4372;1942;38
1943;13120;1943;38
1944;9232;1944;100
1945;6568;1945;38
1946;9232;1946;100
1947;22192;1947;82
1948;9232;1948;144
1949;9232;1949;144
1950;9880;1950;144
1951;33352;1951;175
1952;1952;1952;25
1953;5860;1953;38
1954;9232;1954;100
1955;9232;1955;100
1956;4192;1956;51
1957;5872;1957;51
1958;4408;1958;51
1959;80512;1959;82
1960;1960;1960;25
1961;190996;1961;175
1962;2944;1962;25
1963;9448;1963;82
1964;9232;1964;144
1965;9232;1965;144
1966;9232;1966;144
1967;19924;1967;100
1968;1968;1968;51
1969;5908;1969;25
1970;3328;1970;25
1971;8872;1971;25
1972;1972;1972;51
1973;5920;1973;51
1974;7504;1974;38
1975;13336;1975;38
1976;1976;1976;51
1977;9232;1977;144
1978;2968;1978;51
1979;10024;1979;144
1980;14308;1980;100
1981;14308;1981;100
1982;15064;1982;100
1983;50848;1983;51
1984;9232;1984;113
1985;5956;1985;51
1986;8080;1986;95
1987;8944;1987;95
1988;1988;1988;25
1989;5968;1989;25
1990;4480;1990;25
1991;13444;1991;51
1992;1992;1992;51
1993;10096;1993;51
1994;2992;1994;51
1995;8980;1995;51
1996;2248;1996;51
1997;5992;1997;51
1998;11392;1998;51
1999;20248;1999;51
2000;9232;2000;113
2001;6004;2001;51
2002;21688;2002;144
2003;21688;2003;144
2004;9232;2004;113
2005;9232;2005;113
2006;8584;2006;43
2007;13552;2007;43
2008;9232;2008;69
2009;6784;2009;25
2010;9232;2010;69
2011;15280;2011;43
2012;9232;2012;69
2013;9232;2013;69
2014;39364;2014;95
2015;39364;2015;95
2016;9232;2016;113
2017;14560;2017;69
2018;9232;2018;113
2019;9232;2019;113
2020;2752;2020;64
2021;6064;2021;64
2022;4552;2022;64
2023;23056;2023;157
2024;9232;2024;113
2025;25972;2025;157
2026;9232;2026;113
2027;17332;2027;157
2028;2896;2028;38
2029;6088;2029;38
2030;6856;2030;38
2031;34720;2031;64
2032;4372;2032;51
2033;9232;2033;113
2034;9232;2034;157
2035;9232;2035;157
2036;4372;2036;51
2037;6112;2037;51
2038;5812;2038;64
2039;13768;2039;64
2040;13120;2040;51
2041;8728;2041;64
2042;13120;2042;51
2043;44224;2043;157
2044;39364;2044;64
2045;39364;2045;64
2046;118096;2046;64
2047;1276936;2047;157
2048;2048;2048;12
2049;9232;2049;157
2050;3076;2050;38
2051;9232;2051;38
2052;2052;2052;38
2053;6160;2053;38
2054;4624;2054;38
2055;13876;2055;38
2056;9232;2056;126
2057;10420;2057;113
2058;9232;2058;126
2059;9268;2059;38
2060;9232;2060;126
2061;9232;2061;126
2062;6964;2062;38
2063;20896;2063;38
2064;9232;2064;126
2065;9232;2065;126
2066;9232;2066;157
2067;9304;2067;157
2068;9232;2068;126
2069;9232;2069;126
2070;9232;2070;126
2071;13984;2071;126
2072;9232;2072;126
2073;7000;2073;38
2074;9232;2074;126
2075;95956;2075;95
2076;3508;2076;64
2077;6232;2077;64
2078;10528;2078;64
2079;31588;2079;51
2080;2080;2080;33
2081;6244;2081;64
2082;9232;2082;126
2083;9376;2083;126
2084;9232;2084;126
2085;9232;2085;126
2086;9232;2086;126
2087;15856;2087;113
2088;2088;2088;33
2089;23812;2089;64
2090;3136;2090;33
2091;9412;2091;38
2092;9232;2092;126
2093;9232;2093;126
2094;9232;2094;126
2095;21220;2095;108
2096;2096;2096;33
2097;6292;2097;64
2098;3544;2098;64
2099;9448;2099;64
2100;2100;2100;33
2101;6304;2101;33
2102;45520;2102;95
2103;45520;2103;95
2104;9232;2104;82
2105;9232;2105;126
2106;9232;2106;82
2107;21688;2107;157
2108;9232;2108;82
2109;9232;2109;82
2110;250504;2110;170
2111;250504;2111;170
2112;2112;2112;33
2113;9232;2113;82
2114;9232;2114;82
2115;9520;2115;82
2116;2116;2116;33
2117;6352;2117;33
2118;4768;2118;33
2119;14308;2119;82
2120;9232;2120;126
2121;39364;2121;108
2122;9232;2122;126
2123;9556;2123;33
2124;9232;2124;126
2125;9232;2125;126
2126;8080;2126;77
2127;21544;2127;77
2128;2128;2128;33
2129;9232;2129;126
2130;12148;2130;77
2131;12148;2131;77
2132;2132;2132;33
2133;6400;2133;33
2134;4804;2134;64
2135;14416;2135;64
2136;2136;2136;25
2137;7216;2137;64
2138;3208;2138;25
2139;61720;2139;77
2140;3616;2140;25
2141;6424;2141;25
2142;10852;2142;170
2143;32560;2143;170
2144;2144;2144;33
2145;8152;2145;77
2146;3220;2146;25
2147;9664;2147;25
2148;2148;2148;25
2149;6448;2149;25
2150;4840;2150;25
2151;176740;2151;108
2152;2152;2152;33
2153;39364;2153;77
2154;3232;2154;33
2155;1276936;2155;170
2156;9232;2156;51
2157;9232;2157;51
2158;9232;2158;51
2159;41524;2159;126
2160;2160;2160;46
2161;6484;2161;33
2162;9232;2162;139
2163;9736;2163;139
2164;2164;2164;46
2165;6496;2165;46
2166;9232;2166;139
2167;14632;2167;139
2168;2752;2168;46
2169;13912;2169;77
2170;3256;2170;46
2171;10996;2171;51
2172;9232;2172;139
2173;9232;2173;139
2174;24784;2174;139
2175;74356;2175;77
2176;2176;2176;20
2177;9232;2177;139
2178;3268;2178;46
2179;9808;2179;46
2180;2180;2180;46
2181;6544;2181;46
2182;4912;2182;46
2183;14740;2183;139
2184;2184;2184;33
2185;95956;2185;108
2186;3280;2186;33
2187;10528;2187;77
2188;2464;2188;33
2189;6568;2189;33
2190;7396;2190;77
2191;22192;2191;77
2192;9232;2192;95
2193;9232;2193;139
2194;9232;2194;139
2195;9880;2195;139
2196;9232;2196;95
2197;9232;2197;95
2198;4948;2198;33
2199;14848;2199;33
2200;9232;2200;95
2201;9232;2201;139
2202;9232;2202;95
2203;25108;2203;51
2204;4192;2204;46
2205;6616;2205;46
2206;11176;2206;46
2207;190996;2207;170
2208;2208;2208;20
2209;9448;2209;77
2210;9232;2210;95
2211;9952;2211;95
2212;9232;2212;139
2213;9232;2213;139
2214;9232;2214;139
2215;345544;2215;121
2216;2216;2216;20
2217;95956;2217;77
2218;3328;2218;20
2219;9988;2219;95
2220;2500;2220;33
2221;6664;2221;33
2222;7504;2222;33
2223;250504;2223;183
2224;2224;2224;46
2225;9232;2225;139
2226;9232;2226;139
2227;10024;2227;139
2228;2228;2228;46
2229;6688;2229;46
2230;14308;2230;95
2231;15064;2231;95
2232;2232;2232;46
2233;9232;2233;139
2234;3352;2234;46
2235;11320;2235;46
2236;8080;2236;90
2237;8080;2237;90
2238;17008;2238;90
2239;51028;2239;139
2240;2240;2240;20
2241;6724;2241;46
2242;4264;2242;46
2243;10096;2243;46
2244;2244;2244;46
2245;6736;2245;46
2246;5056;2246;46
2247;15172;2247;77
2248;2248;2248;46
2249;11392;2249;46
2250;3376;2250;46
2251;10132;2251;38
2252;2536;2252;46
2253;6760;2253;46
2254;21688;2254;139
2255;22840;2255;139
2256;2256;2256;20
2257;6772;2257;38
2258;8584;2258;38
2259;10168;2259;38
2260;2260;2260;20
2261;6784;2261;20
2262;5092;2262;38
2263;15280;2263;38
2264;9232;2264;64
2265;9232;2265;64
2266;9232;2266;64
2267;39364;2267;90
2268;9232;2268;64
2269;9232;2269;64
2270;14560;2270;64
2271;34504;2271;64
2272;9232;2272;108
2273;65608;2273;139
2274;3412;2274;20
2275;10240;2275;20
2276;2752;2276;59
2277;6832;2277;59
2278;5128;2278;59
2279;25972;2279;152
2280;9232;2280;108
2281;17332;2281;152
2282;9232;2282;108
2283;13012;2283;59
2284;2896;2284;33
2285;6856;2285;33
2286;7720;2286;33
2287;250504;2287;121
2288;9232;2288;108
2289;9232;2289;108
2290;9232;2290;152
2291;10312;2291;152
2292;9232;2292;108
2293;9232;2293;108
2294;5812;2294;59
2295;15496;2295;59
2296;4372;2296;46
2297;8728;2297;59
2298;4372;2298;46
2299;44224;2299;152
2300;13120;2300;46
2301;13120;2301;46
2302;39364;2302;59
2303;118096;2303;59
2304;2304;2304;28
2305;9232;2305;108
2306;9232;2306;152
2307;10384;2307;152
2308;2308;2308;33
2309;6928;2309;33
2310;5200;2310;33
2311;15604;2311;152
2312;2312;2312;33
2313;11716;2313;108
2314;3472;2314;33
2315;10420;2315;108
2316;2608;2316;33
2317;6952;2317;33
2318;7828;2318;59
2319;23488;2319;59
2320;9232;2320;121
2321;6964;2321;33
2322;190996;2322;183
2323;190996;2323;183
2324;9232;2324;121
2325;9232;2325;121
2326;9232;2326;152
2327;15712;2327;152
2328;9232;2328;121
2329;9232;2329;152
2330;9232;2330;121
2331;59776;2331;108
2332;3940;2332;33
2333;7000;2333;33
2334;11824;2334;33
2335;95956;2335;90
2336;9232;2336;121
2337;7012;2337;59
2338;3508;2338;59
2339;10528;2339;59
2340;2968;2340;59
2341;7024;2341;59
2342;5272;2342;59
2343;17800;2343;152
2344;9232;2344;121
2345;26728;2345;152
2346;9232;2346;121
2347;14308;2347;108
2348;9232;2348;121
2349;9232;2349;121
2350;9232;2350;121
2351;23812;2351;59
2352;9232;2352;121
2353;7060;2353;33
2354;3976;2354;33
2355;10600;2355;33
2356;9232;2356;121
2357;9232;2357;121
2358;13444;2358;59
2359;15928;2359;59
2360;2360;2360;59
2361;10096;2361;59
2362;3544;2362;59
2363;11968;2363;59
2364;5992;2364;59
2365;7096;2365;59
2366;45520;2366;90
2367;53944;2367;90
2368;2368;2368;28
2369;9232;2369;121
2370;21688;2370;152
2371;21688;2371;152
2372;9232;2372;77
2373;9232;2373;77
2374;9232;2374;77
2375;250504;2375;165
2376;9232;2376;77
2377;12040;2377;51
2378;9232;2378;77
2379;10708;2379;77
2380;9232;2380;77
2381;9232;2381;77
2382;15280;2382;51
2383;24136;2383;51
2384;2384;2384;28
2385;39364;2385;103
2386;39364;2386;103
2387;39364;2387;103
2388;2388;2388;28
2389;7168;2389;28
2390;9232;2390;121
2391;16144;2391;121
2392;9232;2392;121
2393;8080;2393;72
2394;9232;2394;121
2395;18196;2395;33
2396;9232;2396;121
2397;9232;2397;121
2398;12148;2398;72
2399;36448;2399;72
2400;2400;2400;20
2401;17332;2401;165
2402;4372;2402;59
2403;10816;2403;59
2404;4372;2404;59
2405;7216;2405;59
2406;5416;2406;59
2407;61720;2407;72
2408;2408;2408;20
2409;18304;2409;121
2410;3616;2410;20
2411;10852;2411;165
2412;5812;2412;72
2413;7240;2413;72
2414;8152;2414;72
2415;27520;2415;121
2416;2416;2416;20
2417;7252;2417;20
2418;13120;2418;59
2419;13120;2419;59
2420;2420;2420;20
2421;7264;2421;20
2422;39364;2422;72
2423;39364;2423;72
2424;3076;2424;46
2425;1276936;2425;165
2426;3640;2426;46
2427;12292;2427;121
2428;9232;2428;46
2429;9232;2429;46
2430;27700;2430;165
2431;83104;2431;165
2432;2432;2432;28
2433;7300;2433;46
2434;9232;2434;134
2435;10960;2435;134
2436;9232;2436;134
2437;9232;2437;134
2438;9232;2438;134
2439;16468;2439;134
2440;2440;2440;41
2441;13912;2441;72
2442;3664;2442;41
2443;10996;2443;46
2444;2752;2444;41
2445;7336;2445;41
2446;9232;2446;134
2447;24784;2447;134
2448;2448;2448;41
2449;9232;2449;134
2450;9232;2450;134
2451;11032;2451;134
2452;2452;2452;41
2453;7360;2453;41
2454;9232;2454;134
2455;16576;2455;134
2456;2456;2456;41
2457;9232;2457;134
2458;3688;2458;41
2459;95956;2459;103
2460;10528;2460;72
2461;10528;2461;72
2462;12472;2462;72
2463;250504;2463;209
2464;2464;2464;28
2465;7396;2465;72
2466;9232;2466;134
2467;11104;2467;134
2468;9232;2468;134
2469;9232;2469;134
2470;9232;2470;134
2471;18772;2471;134
2472;2472;2472;28
2473;42280;2473;121
2474;3712;2474;28
2475;23812;2475;72
2476;9232;2476;134
2477;9232;2477;134
2478;9232;2478;134
2479;25108;2479;46
2480;9232;2480;90
2481;7444;2481;41
2482;4192;2482;41
2483;11176;2483;41
2484;9232;2484;90
2485;9232;2485;90
2486;9448;2486;72
2487;16792;2487;72
2488;9232;2488;90
2489;8404;2489;41
2490;9232;2490;90
2491;45520;2491;103
2492;9232;2492;134
2493;9232;2493;134
2494;18952;2494;134
2495;95956;2495;72
2496;2496;2496;41
2497;9232;2497;90
2498;250504;2498;178
2499;250504;2499;178
2500;2500;2500;28
2501;7504;2501;28
2502;5632;2502;28
2503;16900;2503;64
2504;9232;2504;134
2505;12688;2505;90
2506;9232;2506;134
2507;11284;2507;41
2508;9232;2508;134
2509;9232;2509;134
2510;14308;2510;90
2511;25432;2511;90
2512;2512;2512;41
2513;9232;2513;134
2514;9556;2514;41
2515;11320;2515;41
2516;2516;2516;41
2517;7552;2517;41
2518;8080;2518;85
2519;17008;2519;85
2520;2520;2520;41
2521;8512;2521;41
2522;3784;2522;41
2523;19168;2523;134
2524;4264;2524;41
2525;7576;2525;41
2526;138400;2526;178
2527;138400;2527;178
2528;2528;2528;41
2529;14416;2529;72
2530;3796;2530;41
2531;11392;2531;41
2532;3616;2532;33
2533;7600;2533;33
2534;5704;2534;33
2535;61720;2535;85
2536;2536;2536;41
2537;21688;2537;134
2538;3808;2538;41
2539;32560;2539;178
2540;3220;2540;33
2541;7624;2541;33
2542;8584;2542;33
2543;48904;2543;178
2544;9232;2544;59
2545;7636;2545;41
2546;4840;2546;33
2547;11464;2547;33
2548;9232;2548;59
2549;9232;2549;59
2550;39364;2550;85
2551;39364;2551;85
2552;9232;2552;59
2553;1276936;2553;178
2554;9232;2554;59
2555;14560;2555;59
2556;41524;2556;134
2557;41524;2557;134
2558;65608;2558;134
2559;897856;2559;116
2560;2560;2560;15
2561;9232;2561;147
2562;3844;2562;54
2563;11536;2563;54
2564;2752;2564;54
2565;7696;2565;54
2566;5776;2566;54
2567;17332;2567;147
2568;2568;2568;28
2569;13012;2569;54
2570;3856;2570;28
2571;11572;2571;54
2572;2896;2572;28
2573;7720;2573;28
2574;9232;2574;147
2575;26080;2575;147
2576;9232;2576;103
